term,doc_feq,posting_list
members.,1,{100: []}
membership,1,{59: []}
mention,1,{59: []}
mentioned,1,{50: []}
merge,1,{38: []}
merger,4,"{38: [], 65: [], 70: [], 93: []}"
mergers,1,{93: []}
met,1,{4: []}
meters,1,{9: []}
meters.,1,{9: []}
mid1989.,1,{20: []}
midday,1,{1: []}
middlemen,1,{1: []}
might,3,"{47: [], 50: [], 59: []}"
miles,1,{24: []}
miles.,1,{24: []}
milk,1,{84: []}
milling,1,{91: []}
millng,1,{91: []}
mineral,1,{41: []}
minister,3,"{7: [], 69: [], 84: []}"
minister.,1,{84: []}
ministerial,1,{84: []}
ministers,2,"{26: [], 84: []}"
ministry,1,{89: []}
minor,1,{83: []}
mln,43,"{1: [], 2: [], 5: [], 8: [], 9: [], 13: [], 14: [], 16: [], 17: [], 19: [], 20: [], 21: [], 24: [], 29: [], 31: [], 32: [], 41: [], 42: [], 43: [], 49: [], 50: [], 52: [], 56: [], 58: [], 61: [], 64: [], 66: [], 68: [], 69: [], 70: [], 71: [], 74: [], 76: [], 77: [], 81: [], 84: [], 86: [], 87: [], 88: [], 91: [], 92: [], 98: [], 100: []}"
mln.,2,"{24: [], 31: []}"
modernization,1,{20: []}
modifications,1,{83: []}
molded,1,{5: []}
monetary,1,{59: []}
money,1,{49: []}
month,4,"{9: [], 26: [], 59: [], 69: []}"
monthly,1,{84: []}
monthly.,1,{72: []}
months,3,"{39: [], 47: [], 51: []}"
months.,1,{84: []}
more,9,"{7: [], 27: [], 42: [], 47: [], 50: [], 59: [], 72: [], 84: [], 100: []}"
most,3,"{50: [], 79: [], 83: []}"
mostly,1,{47: []}
mot,1,{86: []}
move,3,"{12: [], 50: [], 59: []}"
movement,1,{72: []}
moves,1,{2: []}
mths,5,"{15: [], 21: [], 61: [], 81: [], 88: []}"
mths.,1,{61: []}
much,3,"{1: [], 47: [], 84: []}"
must,2,"{20: [], 72: []}"
mutually,1,{38: []}
my,1,{84: []}
name,3,"{15: [], 21: [], 88: []}"
named,1,{10: []}
named.,1,{1: []}
national,2,"{27: [], 89: []}"
nationally,1,{98: []}
nations,2,"{26: [], 59: []}"
natural,1,{47: []}
nearby,3,"{1: [], 73: [], 83: []}"
necessary,1,{27: []}
necessary.,1,{27: []}
need,1,{26: []}
needed,1,{62: []}
needs,1,{47: []}
needs.,1,{73: []}
negative,3,"{62: [], 84: [], 89: []}"
negotiations.,1,{38: []}
net,14,"{8: [], 13: [], 27: [], 41: [], 50: [], 52: [], 56: [], 61: [], 64: [], 68: [], 71: [], 72: [], 76: [], 79: []}"
never,1,{22: []}
new,5,"{7: [], 47: [], 71: [], 83: [], 84: []}"
news,2,"{47: [], 79: []}"
next,2,"{11: [], 42: []}"
night,1,{73: []}
nil,3,"{8: [], 56: [], 57: []}"
nine,6,"{34: [], 47: [], 53: [], 56: [], 61: [], 69: []}"
no,3,"{59: [], 62: [], 72: []}"
nominal,1,{59: []}
nonmember,1,{83: []}
normal,1,{1: []}
northern,1,{33: []}
not,23,"{1: [], 2: [], 5: [], 7: [], 12: [], 27: [], 29: [], 30: [], 33: [], 39: [], 47: [], 50: [], 51: [], 54: [], 59: [], 69: [], 72: [], 74: [], 83: [], 84: [], 87: [], 92: [], 99: []}"
note,1,{85: []}
noted,1,{59: []}
now,5,"{1: [], 7: [], 47: [], 59: [], 83: []}"
now.,2,"{59: [], 72: []}"
number,1,{31: []}
numbers,1,{59: []}
objections,1,{11: []}
obligation,1,{56: []}
obligations,1,{77: []}
obtaining,1,{1: []}
occur,2,"{2: [], 43: []}"
of,73,"{1: [], 2: [], 3: [], 4: [], 5: [], 7: [], 8: [], 10: [], 11: [], 12: [], 14: [], 16: [], 20: [], 22: [], 23: [], 24: [], 25: [], 26: [], 27: [], 29: [], 31: [], 32: [], 33: [], 35: [], 38: [], 39: [], 40: [], 42: [], 43: [], 47: [], 49: [], 50: [], 51: [], 52: [], 53: [], 54: [], 55: [], 56: [], 58: [], 59: [], 61: [], 62: [], 63: [], 64: [], 65: [], 66: [], 68: [], 69: [], 70: [], 71: [], 72: [], 73: [], 76: [], 77: [], 78: [], 79: [], 80: [], 81: [], 82: [], 83: [], 84: [], 85: [], 86: [], 87: [], 88: [], 89: [], 91: [], 92: [], 93: [], 94: [], 98: [], 99: [], 100: []}"
offer,6,"{1: [], 4: [], 7: [], 47: [], 50: [], 72: []}"
offer.,2,"{47: [], 50: []}"
offering,4,"{4: [], 7: [], 43: [], 91: []}"
offering.,1,{16: []}
officer.,1,{62: []}
offices,1,{14: []}
official,1,{47: []}
offset,2,"{24: [], 42: []}"
oil,6,"{9: [], 47: [], 50: [], 59: [], 72: [], 89: []}"
oilimporting,1,{89: []}
oils,1,{11: []}
oilseeds,1,{84: []}
old,1,{1: []}
older,1,{84: []}
on,30,"{1: [], 7: [], 10: [], 11: [], 20: [], 26: [], 27: [], 31: [], 40: [], 41: [], 42: [], 43: [], 47: [], 50: [], 51: [], 59: [], 62: [], 69: [], 77: [], 78: [], 79: [], 83: [], 84: [], 85: [], 89: [], 91: [], 92: [], 93: [], 98: [], 99: []}"
one,9,"{2: [], 4: [], 13: [], 22: [], 49: [], 50: [], 51: [], 59: [], 75: []}"
one.,1,{50: []}
oneforfive,1,{64: []}
only,5,"{1: [], 11: [], 24: [], 50: [], 83: []}"
open,2,"{1: [], 7: []}"
operate,1,{59: []}
operating,5,"{47: [], 62: [], 71: [], 76: [], 92: []}"
operation,1,{2: []}
operations,8,"{8: [], 25: [], 33: [], 39: [], 41: [], 61: [], 62: [], 76: []}"
operations.,1,{13: []}
opportunities,1,{22: []}
opposed,1,{7: []}
optimistically.,1,{50: []}
optiongranting,1,{94: []}
options.,1,{94: []}
or,15,"{5: [], 11: [], 13: [], 24: [], 27: [], 39: [], 47: [], 51: [], 71: [], 72: [], 84: [], 88: [], 92: [], 93: [], 94: []}"
oral,1,{59: []}
ore,1,{24: []}
organise,1,{84: []}
origin,1,{83: []}
original,2,"{16: [], 83: []}"
other,9,"{7: [], 27: [], 41: [], 47: [], 50: [], 72: [], 79: [], 85: [], 93: []}"
others,1,{50: []}
our,5,"{7: [], 47: [], 59: [], 72: [], 84: []}"
out,4,"{22: [], 50: [], 51: [], 84: []}"
out.,1,{47: []}
outlook,1,{50: []}
output,4,"{20: [], 24: [], 69: [], 84: []}"
output.,1,{84: []}
outright,1,{49: []}
outstanding,4,"{2: [], 82: [], 83: [], 98: []}"
over,9,"{1: [], 9: [], 11: [], 20: [], 42: [], 47: [], 72: [], 84: [], 91: []}"
overall.,1,{59: []}
overhaul,1,{84: []}
overseas,1,{72: []}
own,1,{27: []}
own.,1,{50: []}
owned,4,"{65: [], 87: [], 91: [], 93: []}"
ownership,3,"{38: [], 47: [], 50: []}"
owns,2,"{4: [], 47: []}"
package,2,"{83: [], 84: []}"
pact,2,"{59: [], 95: []}"
paid,4,"{32: [], 40: [], 47: [], 78: []}"
paper,1,{98: []}
part,4,"{1: [], 2: [], 12: [], 47: []}"
partially,1,{24: []}
particularly,1,{50: []}
parties,1,{51: []}
partly,1,{42: []}
partner.,1,{43: []}
partners,2,"{50: [], 72: []}"
partnership,1,{43: []}
partnerships,1,{43: []}
past,1,{47: []}
patch,1,{50: []}
pay,3,"{2: [], 50: [], 77: []}"
payable,5,"{31: [], 40: [], 53: [], 78: [], 80: []}"
paying,1,{85: []}
payments,2,"{42: [], 77: []}"
pct,16,"{2: [], 3: [], 4: [], 9: [], 24: [], 31: [], 40: [], 47: [], 49: [], 50: [], 55: [], 59: [], 71: [], 72: [], 87: [], 89: []}"
pct.,4,"{31: [], 49: [], 59: [], 72: []}"
pension,1,{10: []}
per,12,"{1: [], 2: [], 11: [], 25: [], 32: [], 47: [], 50: [], 53: [], 72: [], 81: [], 88: [], 93: []}"
percentage,1,{47: []}
performance,1,{71: []}
period,4,"{1: [], 3: [], 84: [], 99: []}"
period.,1,{99: []}
periods,1,{76: []}
peripheral,1,{92: []}
permitted,2,"{27: [], 83: []}"
permitting,1,{27: []}
personally,1,{62: []}
place,1,{50: []}
placed,1,{27: []}
plan,7,"{2: [], 12: [], 39: [], 50: [], 72: [], 83: [], 100: []}"
planned,6,"{4: [], 47: [], 50: [], 72: [], 84: [], 91: []}"
plans,5,"{4: [], 14: [], 50: [], 54: [], 72: []}"
pledge,1,{84: []}
pledging,1,{85: []}
plunged,1,{9: []}
point,2,"{50: [], 59: []}"
pointed,1,{47: []}
points,2,"{47: [], 83: []}"
policies.,1,{69: []}
policy,1,{47: []}
policy.,1,{59: []}
political,1,{10: []}
pork,1,{84: []}
ports,1,{1: []}
ports.,1,{1: []}
position,3,"{27: [], 38: [], 50: []}"
positions,2,"{50: [], 69: []}"
positive,1,{27: []}
possible,1,{72: []}
possibly,1,{50: []}
post,2,"{7: [], 83: []}"
posted,1,{5: []}
potential,2,"{59: [], 72: []}"
pound,1,{59: []}
pound.,1,{73: []}
powers,1,{7: []}
practicable,1,{43: []}
practically,1,{1: []}
prePlaza,1,{59: []}
predicted,1,{72: []}
predicts,1,{24: []}
preferred,3,"{4: [], 59: [], 100: []}"
premium,1,{47: []}
premiums,1,{84: []}
prepared,1,{27: []}
preparing,1,{11: []}
present,1,{83: []}
presented,1,{83: []}
president,2,"{10: [], 62: []}"
presplit,1,{31: []}
pressure,1,{59: []}
prevent,1,{89: []}
previous,4,"{9: [], 10: [], 59: [], 89: []}"
previously,5,"{6: [], 12: [], 58: [], 65: [], 94: []}"
previouslyannounced,1,{42: []}
price,6,"{2: [], 11: [], 14: [], 47: [], 50: [], 59: []}"
price.,1,{55: []}
pricefixing,1,{11: []}
prices,7,"{1: [], 47: [], 50: [], 59: [], 73: [], 84: [], 89: []}"
prices.,1,{50: []}
primarily,1,{39: []}
prime,1,{7: []}
principle,3,"{59: [], 86: [], 91: []}"
printers,1,{2: []}
prior,5,"{40: [], 44: [], 46: [], 60: [], 75: []}"
privately,1,{86: []}
privatelyheld,1,{23: []}
pro,1,{16: []}
problem,3,"{59: [], 63: [], 72: []}"
problems,1,{47: []}
procedure,1,{94: []}
proceeds,1,{77: []}
processing,2,"{38: [], 85: []}"
processors.,1,{1: []}
produced,1,{83: []}
producer,2,"{83: [], 84: []}"
producers,2,"{83: [], 84: []}"
producers.,2,"{69: [], 84: []}"
produces,1,{20: []}
product,5,"{2: [], 5: [], 27: [], 89: [], 95: []}"
production,4,"{9: [], 24: [], 72: [], 84: []}"
production.,1,{47: []}
products,2,"{22: [], 95: []}"
products.,1,{92: []}
profit,14,"{8: [], 15: [], 16: [], 21: [], 25: [], 39: [], 41: [], 50: [], 56: [], 68: [], 76: [], 79: [], 92: [], 94: []}"
profit.,2,"{79: [], 94: []}"
profitable,1,{79: []}
profits,1,{22: []}
program.,1,{63: []}
progressive,1,{47: []}
projected,1,{69: []}
prompt,1,{69: []}
properties,1,{41: []}
properties.,1,{43: []}
proposal,1,{11: []}
proposals,1,{84: []}
proposed,3,"{7: [], 11: [], 84: []}"
prospects,1,{1: []}
protesting,1,{84: []}
protests,1,{84: []}
proved,1,{59: []}
provided,2,"{49: [], 59: []}"
provides,2,"{85: [], 86: []}"
provision,1,{27: []}
provoke,1,{73: []}
public,3,"{16: [], 26: [], 43: []}"
publicly,3,"{4: [], 47: [], 72: []}"
published,1,{1: []}
purchase,4,"{2: [], 14: [], 16: [], 38: []}"
purchased,1,{100: []}
purchases,3,"{49: [], 82: [], 83: []}"
purse,1,{59: []}
pursuant,1,{100: []}
push,1,{84: []}
put,1,{79: []}
qtr,5,"{30: [], 52: [], 56: [], 74: [], 75: []}"
quality,1,{1: []}
quarter,14,"{5: [], 25: [], 39: [], 42: [], 43: [], 61: [], 62: [], 63: [], 64: [], 71: [], 76: [], 79: [], 92: [], 94: []}"
quarter.,5,"{5: [], 40: [], 63: [], 71: [], 79: []}"
quarterly,3,"{31: [], 53: [], 80: []}"
quarters,1,{79: []}
question,1,{72: []}
quotas,1,{69: []}
quotas.,1,{69: []}
quoted,1,{47: []}
radiation,1,{95: []}
raise,2,"{47: [], 50: []}"
raised,3,"{4: [], 31: [], 80: []}"
raises,1,{50: []}
raising,1,{62: []}
rallied,1,{50: []}
ranges,1,{51: []}
rate,1,{59: []}
rates,1,{59: []}
ratio,1,{47: []}
raw,1,{73: []}
reached,3,"{5: [], 59: [], 83: []}"
reaching,1,{42: []}
real,4,"{27: [], 50: [], 84: [], 89: []}"
realize,1,{92: []}
realized,1,{68: []}
really,1,{7: []}
recalculated,1,{89: []}
receive,2,"{65: [], 93: []}"
received,6,"{32: [], 38: [], 55: [], 62: [], 72: [], 77: []}"
recent,3,"{1: [], 72: [], 84: []}"
recently,1,{89: []}
reciprocal,1,{7: []}
recognition,1,{58: []}
recognize,1,{58: []}
reconvene,1,{83: []}
reconvenes,1,{83: []}
record,8,"{31: [], 32: [], 40: [], 53: [], 71: [], 78: [], 79: [], 80: []}"
recorded,1,{79: []}
reduce,2,"{63: [], 84: []}"
reduced,1,{42: []}
reducing,2,"{59: [], 84: []}"
reeacquisition,1,{16: []}
refinery.,1,{20: []}
reflect,1,{94: []}
reformer,1,{20: []}
reforms,1,{84: []}
refused,1,{84: []}
regarded,1,{7: []}
regenerate,1,{20: []}
registered,1,{1: []}
registration,1,{43: []}
regular,1,{40: []}
regulation,1,{27: []}
regulatory,2,"{47: [], 70: []}"
reintroduce,1,{69: []}
reject,1,{84: []}
relating,1,{79: []}
relationship,1,{59: []}
relative,1,{26: []}
relatively,1,{73: []}
release.,1,{3: []}
released,2,"{22: [], 98: []}"
reluctant,1,{1: []}
remain,1,{10: []}
remainder,1,{92: []}
remaining,2,"{73: [], 83: []}"
removed.,1,{27: []}
renominated,1,{83: []}
reorganisation,1,{84: []}
reorganization,2,"{2: [], 100: []}"
repayment,1,{58: []}
replacement,1,{62: []}
replacing,1,{10: []}
reply,1,{84: []}
reply.,1,{7: []}
report,4,"{22: [], 24: [], 89: [], 92: []}"
reported,3,"{7: [], 62: [], 94: []}"
reporters,4,"{47: [], 51: [], 69: [], 84: []}"
reports,1,{51: []}
represented,1,{77: []}
require,1,{27: []}
reservations,1,{11: []}
reserves,2,"{47: [], 50: []}"
reserves.,2,"{47: [], 50: []}"
resist,1,{72: []}
resolution,1,{94: []}
respective,1,{76: []}
respectively,2,"{13: [], 79: []}"
response,2,"{50: [], 72: []}"
responsibilities.,1,{51: []}
rest,2,"{47: [], 50: []}"
restaurant,1,{43: []}
restored,1,{1: []}
restructure,1,{72: []}
restructured,1,{50: []}
restructuring,2,"{72: [], 92: []}"
result,4,"{58: [], 83: [], 84: [], 94: []}"
resulted,2,"{58: [], 79: []}"
resulting,3,"{16: [], 42: [], 43: []}"
results,2,"{87: [], 94: []}"
resuming,1,{63: []}
retire.,1,{84: []}
retreat,1,{50: []}
revenues,4,"{5: [], 50: [], 63: [], 92: []}"
reverse,1,{64: []}
review.,1,{1: []}
reviewed,1,{26: []}
revised,2,"{49: [], 94: []}"
revises,1,{89: []}
right,3,"{2: [], 65: [], 72: []}"
rights,1,{2: []}
rise,3,"{3: [], 47: [], 89: []}"
rising,1,{24: []}
rival,1,{7: []}
role,2,"{7: [], 59: []}"
rose,7,"{1: [], 3: [], 9: [], 50: [], 71: [], 89: [], 98: []}"
rothschild,1,{50: []}
round,1,{50: []}
round.,1,{11: []}
routine,1,{69: []}
rsigned,1,{62: []}
rules,1,{83: []}
running,2,"{35: [], 72: []}"
runs.,1,{47: []}
said,58,"{1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: [], 9: [], 11: [], 12: [], 14: [], 20: [], 22: [], 26: [], 27: [], 29: [], 31: [], 32: [], 33: [], 35: [], 38: [], 39: [], 40: [], 42: [], 43: [], 47: [], 49: [], 50: [], 51: [], 53: [], 54: [], 55: [], 58: [], 59: [], 62: [], 63: [], 65: [], 69: [], 70: [], 71: [], 72: [], 73: [], 77: [], 78: [], 79: [], 80: [], 82: [], 83: [], 84: [], 85: [], 86: [], 89: [], 91: [], 92: [], 93: [], 94: [], 95: [], 100: []}"
said.,30,"{1: [], 3: [], 5: [], 7: [], 9: [], 11: [], 24: [], 26: [], 27: [], 31: [], 32: [], 35: [], 39: [], 43: [], 47: [], 50: [], 51: [], 59: [], 71: [], 72: [], 73: [], 77: [], 79: [], 82: [], 83: [], 84: [], 89: [], 95: [], 98: [], 99: []}"
saiud,1,{42: []}
sale,10,"{2: [], 5: [], 12: [], 29: [], 42: [], 43: [], 58: [], 72: [], 77: [], 88: []}"
sales,9,"{1: [], 9: [], 22: [], 29: [], 42: [], 71: [], 82: [], 86: [], 92: []}"
same,4,"{1: [], 5: [], 7: [], 31: []}"
satisfaction,1,{77: []}
satisfactory,1,{42: []}
satisfied,1,{72: []}
satisfy,1,{77: []}
savings,1,{92: []}
sawmill,1,{54: []}
say,2,"{4: [], 84: []}"
saying,2,"{7: [], 47: []}"
scheduled,1,{98: []}
sciences,1,{86: []}
seaborne,1,{24: []}
season,3,"{1: [], 35: [], 82: []}"
seasonally,1,{3: []}
second,5,"{5: [], 10: [], 43: [], 77: [], 99: []}"
secondlargest,1,{71: []}
secretary,1,{51: []}
sector,2,"{24: [], 84: []}"
sector.,1,{84: []}
sectors,1,{84: []}
secured,1,{62: []}
securities,1,{27: []}
securities.,2,"{27: [], 77: []}"
see,3,"{7: [], 47: [], 59: []}"
seek,1,{91: []}
seeking,1,{7: []}
seems,1,{1: []}
seen,3,"{24: [], 47: [], 59: []}"
sees,1,{24: []}
select,1,{59: []}
sell,6,"{42: [], 50: [], 54: [], 72: [], 91: [], 92: []}"
selling,1,{1: []}
sells,1,{92: []}
seminconductor,1,{95: []}
senior,2,"{11: [], 92: []}"
series,1,{84: []}
serious,1,{84: []}
serve,1,{27: []}
serves,1,{10: []}
service,1,{88: []}
services,5,"{7: [], 27: [], 51: [], 85: [], 86: []}"
session,3,"{50: [], 69: [], 83: []}"
session.,1,{49: []}
set,4,"{20: [], 59: [], 69: [], 72: []}"
settlement,1,{32: []}
seven,4,"{17: [], 52: [], 59: [], 81: []}"
several,2,"{50: [], 83: []}"
shall,1,{7: []}
share,19,"{4: [], 5: [], 6: [], 13: [], 25: [], 31: [], 32: [], 39: [], 47: [], 50: [], 53: [], 71: [], 72: [], 78: [], 88: [], 91: [], 92: [], 93: [], 94: []}"
share.,5,"{2: [], 25: [], 80: [], 81: [], 93: []}"
shareholder,2,"{55: [], 72: []}"
shareholders,10,"{6: [], 16: [], 31: [], 32: [], 40: [], 65: [], 79: [], 80: [], 93: [], 100: []}"
shareholders.,1,{70: []}
shares,7,"{2: [], 31: [], 32: [], 47: [], 65: [], 77: [], 93: []}"
shares.,3,"{42: [], 72: [], 77: []}"
sharp,2,"{73: [], 84: []}"
sharply,2,"{24: [], 26: []}"
shipment,2,"{1: [], 73: []}"
shipments,1,{63: []}
shipmetns,1,{63: []}
shippers,1,{1: []}
shipping,1,{24: []}
shoould,1,{54: []}
shore,1,{26: []}
short,1,{59: []}
shortage,1,{49: []}
shorten,1,{84: []}
shortfall,1,{69: []}
shortly,1,{7: []}
should,2,"{27: [], 83: []}"
show,2,"{38: [], 59: []}"
showed,1,{89: []}
shows,1,{50: []}
shr,4,"{41: [], 64: [], 68: [], 76: []}"
shrs,5,"{15: [], 21: [], 64: [], 68: [], 76: []}"
shut,1,{20: []}
shutdown.,1,{20: []}
signal,1,{50: []}
signalled,1,{50: []}
signals,1,{47: []}
signed,3,"{38: [], 42: [], 95: []}"
significant,1,{92: []}
significantly,1,{5: []}
simply,1,{84: []}
since,6,"{1: [], 10: [], 38: [], 47: [], 59: [], 79: []}"
single,1,{83: []}
situation,1,{69: []}
situations,1,{50: []}
six,10,"{16: [], 17: [], 26: [], 34: [], 39: [], 50: [], 59: [], 61: [], 73: [], 74: []}"
six.,1,{40: []}
sixnation,1,{51: []}
sizable,1,{72: []}
slightly,3,"{22: [], 50: [], 89: []}"
slipped,1,{9: []}
smooth,1,{84: []}
so,2,"{49: [], 83: []}"
soared,1,{9: []}
software,1,{63: []}
sold,7,"{1: [], 2: [], 22: [], 29: [], 43: [], 72: [], 73: []}"
sold.,1,{58: []}
solve,1,{72: []}
some,4,"{1: [], 59: [], 72: [], 73: []}"
something,1,{59: []}
sometime,2,"{47: [], 50: []}"
somewhat,1,{5: []}
soon,2,"{7: [], 43: []}"
sought,1,{59: []}
source,1,{27: []}
sources,1,{91: []}
sources.,2,"{47: [], 73: []}"
special,4,"{4: [], 11: [], 27: [], 69: []}"
specific,1,{79: []}
speculate,1,{47: []}
speculated,1,{50: []}
speech,3,"{27: [], 51: [], 72: []}"
spend,1,{20: []}
spending,1,{26: []}
spiralling,1,{84: []}
split,3,"{6: [], 31: [], 64: []}"
spokesman,3,"{26: [], 43: [], 99: []}"
spokeswoman,1,{4: []}
sporadic,1,{84: []}
spot,2,"{1: [], 73: []}"
spring.,1,{84: []}
stabilise,1,{26: []}
stabilising,1,{59: []}
stability,3,"{26: [], 47: [], 72: []}"
stabilizing,1,{59: []}
stable,2,"{47: [], 51: []}"
stage,2,"{1: [], 72: []}"
stake,1,{7: []}
standing,1,{1: []}
start,2,"{20: [], 69: []}"
statement,2,"{43: [], 99: []}"
states,1,{11: []}
statistical,1,{3: []}
statistics,2,"{69: [], 89: []}"
stay,1,{50: []}
steady,1,{27: []}
steel,1,{24: []}
stepbystep,1,{59: []}
steps,1,{51: []}
sterling,1,{59: []}
sterlings,1,{59: []}
stg,1,{49: []}
stg.,1,{49: []}
sticking,1,{83: []}
still,4,"{1: [], 59: [], 72: [], 84: []}"
stock,13,"{2: [], 31: [], 40: [], 47: [], 50: [], 65: [], 70: [], 72: [], 77: [], 78: [], 83: [], 94: [], 100: []}"
stock.,6,"{4: [], 47: [], 50: [], 55: [], 72: [], 77: []}"
stockholders,1,{32: []}
stockpile,1,{69: []}
stocks,2,"{2: [], 50: []}"
strained,1,{84: []}
strength,2,"{22: [], 27: []}"
strengthened,1,{27: []}
strengthening,1,{27: []}
strong,5,"{11: [], 27: [], 38: [], 50: [], 71: []}"
strongest,1,{38: []}
subcommittee,1,{51: []}
subject,4,"{26: [], 42: [], 70: [], 93: []}"
submitted,1,{4: []}
subsidiaries,2,"{27: [], 39: []}"
subsidiaries.,1,{27: []}
subsidiary,6,"{4: [], 33: [], 42: [], 91: [], 92: [], 93: []}"
substantially,1,{62: []}
substitute,1,{77: []}
succeed.,1,{62: []}
such,5,"{27: [], 50: [], 59: [], 84: [], 89: []}"
sugar,2,"{73: [], 84: []}"
suggest,1,{59: []}
suggested,1,{72: []}
superior,1,{1: []}
supplier.,1,{5: []}
support,3,"{11: [], 38: [], 59: []}"
supported,1,{27: []}
surpass,1,{71: []}
surplus,1,{72: []}
suspended,1,{69: []}
swap,1,{59: []}
swirl,1,{50: []}
switch,1,{5: []}
switched,1,{82: []}
system,2,"{27: [], 84: []}"
system.,1,{27: []}
tables,1,{27: []}
tags,1,{2: []}
take,2,"{7: [], 91: []}"
taken,1,{69: []}
takeover,2,"{50: [], 72: []}"
taking,1,{51: []}
talk,1,{72: []}
talking,1,{69: []}
talks,3,"{26: [], 69: [], 72: []}"
target,1,{51: []}
targets,1,{50: []}
targets.,1,{59: []}
tax,3,"{11: [], 64: [], 68: []}"
taxes,2,"{22: [], 84: []}"
technical,2,"{63: [], 84: []}"
technolgy,1,{2: []}
technology,1,{2: []}
telecommunications,1,{7: []}
temporao,1,{1: []}
temporarily,1,{63: []}
tender,1,{50: []}
tenders,1,{55: []}
term,2,"{10: [], 59: []}"
terminals.,1,{2: []}
terminate,1,{23: []}
terminated,1,{72: []}
terms,5,"{5: [], 12: [], 65: [], 89: [], 93: []}"
territory,1,{88: []}
test,2,"{7: [], 59: []}"
than,9,"{5: [], 7: [], 22: [], 42: [], 47: [], 50: [], 59: [], 89: [], 100: []}"
that,18,"{1: [], 7: [], 9: [], 11: [], 23: [], 24: [], 27: [], 32: [], 38: [], 47: [], 50: [], 51: [], 59: [], 62: [], 72: [], 84: [], 91: [], 99: []}"
the,63,"{1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: [], 9: [], 10: [], 11: [], 12: [], 14: [], 20: [], 22: [], 23: [], 24: [], 25: [], 26: [], 27: [], 29: [], 31: [], 32: [], 33: [], 35: [], 38: [], 39: [], 40: [], 42: [], 43: [], 47: [], 49: [], 50: [], 51: [], 54: [], 55: [], 58: [], 59: [], 62: [], 63: [], 65: [], 69: [], 70: [], 71: [], 72: [], 73: [], 76: [], 77: [], 79: [], 82: [], 83: [], 84: [], 85: [], 86: [], 88: [], 89: [], 91: [], 92: [], 93: [], 94: [], 95: [], 98: [], 99: [], 100: []}"
their,7,"{1: [], 7: [], 24: [], 26: [], 50: [], 51: [], 59: []}"
them,1,{27: []}
them.,1,{95: []}
themselves,1,{38: []}
then,1,{7: []}
there,7,"{1: [], 47: [], 50: [], 59: [], 62: [], 69: [], 84: []}"
there.,1,{91: []}
these,3,"{27: [], 72: [], 84: []}"
they,8,"{11: [], 23: [], 38: [], 47: [], 50: [], 73: [], 83: [], 93: []}"
theyve,1,{51: []}
things,1,{93: []}
think,3,"{47: [], 50: [], 72: []}"
third,2,"{39: [], 62: []}"
this,16,"{1: [], 4: [], 7: [], 20: [], 26: [], 43: [], 47: [], 51: [], 59: [], 69: [], 73: [], 83: [], 84: [], 91: [], 92: [], 94: []}"
those,1,{50: []}
thought,1,{59: []}
thousand,1,{1: []}
three,3,"{39: [], 73: [], 79: []}"
thrid,1,{63: []}
thrift,1,{27: []}
through,2,"{62: [], 92: []}"
throughout,1,{1: []}
ticket,1,{2: []}
timberland,1,{54: []}
time,2,"{2: [], 31: []}"
time.,1,{47: []}
times,4,"{1: [], 14: [], 47: [], 72: []}"
to,59,"{1: [], 2: [], 3: [], 4: [], 5: [], 7: [], 9: [], 10: [], 11: [], 12: [], 14: [], 20: [], 22: [], 23: [], 24: [], 26: [], 27: [], 29: [], 31: [], 32: [], 38: [], 39: [], 40: [], 42: [], 43: [], 47: [], 49: [], 50: [], 51: [], 54: [], 55: [], 56: [], 59: [], 62: [], 63: [], 65: [], 69: [], 70: [], 71: [], 72: [], 73: [], 76: [], 77: [], 79: [], 80: [], 82: [], 83: [], 84: [], 85: [], 86: [], 88: [], 89: [], 91: [], 92: [], 93: [], 94: [], 95: [], 98: [], 100: []}"
today,9,"{4: [], 26: [], 49: [], 50: [], 51: [], 59: [], 72: [], 83: [], 84: []}"
together,1,{59: []}
told,7,"{7: [], 47: [], 51: [], 69: [], 72: [], 84: [], 91: []}"
tonne,3,"{1: [], 11: [], 24: []}"
tonnes,3,"{24: [], 73: [], 82: []}"
tonnes.,2,"{24: [], 82: []}"
too,2,"{51: [], 69: []}"
total,8,"{1: [], 2: [], 3: [], 14: [], 22: [], 24: [], 49: [], 82: []}"
totaled,2,"{35: [], 72: []}"
totaling,1,{82: []}
totalling,1,{89: []}
totally,1,{47: []}
towards,2,"{59: [], 83: []}"
trade,6,"{7: [], 24: [], 69: [], 72: [], 73: [], 89: []}"
traders,1,{72: []}
trading,5,"{3: [], 43: [], 50: [], 72: [], 77: []}"
transaciton,1,{54: []}
transaction,1,{100: []}
transactions,1,{27: []}
transferred,1,{72: []}
treasurer.,1,{10: []}
treasury,1,{49: []}
try,1,{84: []}
turn,1,{72: []}
twice,1,{20: []}
two,8,"{14: [], 25: [], 40: [], 49: [], 50: [], 51: [], 59: [], 94: []}"
twoforone,2,"{6: [], 31: []}"
twothirds,1,{47: []}
twoweek,1,{99: []}
twoyear,1,{10: []}
unable,1,{4: []}
unattractive.,1,{50: []}
unchanged,2,"{9: [], 59: []}"
under,5,"{1: [], 2: [], 7: [], 23: [], 47: []}"
understanding,1,{59: []}
undervalued,1,{59: []}
underwriting,1,{43: []}
